#BCondn Vector
#elefld	Assigned	BC	KnCh	ChUp	RHValue
1	-0.0495	0	0.005	0	0	0	0	0
2	-0.0485	0	0.005	0	0	0	0	0
3	-0.0475	0	0.005	0	0	0	0	0
4	-0.0465	0	0.005	0	0	0	0	0
5	-0.0455	0	0.005	0	0	0	0	0
6	-0.0445	0	0.005	0	0	0	0	0
7	-0.0435	0	0.005	0	0	0	0	0
8	-0.0425	0	0.005	0	0	0	0	0
9	-0.0415	0	0.005	0	0	0	0	0
10	-0.0405	0	0.005	0	0	0	0	0
11	-0.0395	0	0.005	0	0	0	0	0
12	-0.0385	0	0.005	0	0	0	0	0
13	-0.0375	0	0.005	0	0	0	0	0
14	-0.0365	0	0.005	0	0	0	0	0
15	-0.0355	0	0.005	0	0	0	0	0
16	-0.0345	0	0.005	0	0	0	0	0
17	-0.0335	0	0.005	0	0	0	0	0
18	-0.0325	0	0.005	0	0	0	0	0
19	-0.0315	0	0.005	0	0	0	0	0
20	-0.0305	0	0.005	0	0	0	0	0
21	-0.0295	0	0.005	0	0	0	0	0
22	-0.0285	0	0.005	0	0	0	0	0
23	-0.0275	0	0.005	0	0	0	0	0
24	-0.0265	0	0.005	0	0	0	0	0
25	-0.0255	0	0.005	0	0	0	0	0
26	-0.0245	0	0.005	0	0	0	0	0
27	-0.0235	0	0.005	0	0	0	0	0
28	-0.0225	0	0.005	0	0	0	0	0
29	-0.0215	0	0.005	0	0	0	0	0
30	-0.0205	0	0.005	0	0	0	0	0
31	-0.0195	0	0.005	0	0	0	0	0
32	-0.0185	0	0.005	0	0	0	0	0
33	-0.0175	0	0.005	0	0	0	0	0
34	-0.0165	0	0.005	0	0	0	0	0
35	-0.0155	0	0.005	0	0	0	0	0
36	-0.0145	0	0.005	0	0	0	0	0
37	-0.0135	0	0.005	0	0	0	0	0
38	-0.0125	0	0.005	0	0	0	0	0
39	-0.0115	0	0.005	0	0	0	0	0
40	-0.0105	0	0.005	0	0	0	0	0
41	-0.0095	0	0.005	0	0	0	0	0
42	-0.0085	0	0.005	0	0	0	0	0
43	-0.0075	0	0.005	0	0	0	0	0
44	-0.0065	0	0.005	0	0	0	0	0
45	-0.0055	0	0.005	0	0	0	0	0
46	-0.0045	0	0.005	0	0	0	0	0
47	-0.0035	0	0.005	0	0	0	0	0
48	-0.0025	0	0.005	0	0	0	0	0
49	-0.0015	0	0.005	0	0	0	0	0
50	-0.0005	0	0.005	0	0	0	0	0
51	0.0005	0	0.005	0	0	0	0	0
52	0.0015	0	0.005	0	0	0	0	0
53	0.0025	0	0.005	0	0	0	0	0
54	0.0035	0	0.005	0	0	0	0	0
55	0.0045	0	0.005	0	0	0	0	0
56	0.0055	0	0.005	0	0	0	0	0
57	0.0065	0	0.005	0	0	0	0	0
58	0.0075	0	0.005	0	0	0	0	0
59	0.0085	0	0.005	0	0	0	0	0
60	0.0095	0	0.005	0	0	0	0	0
61	0.0105	0	0.005	0	0	0	0	0
62	0.0115	0	0.005	0	0	0	0	0
